Person.id|Post.id|creationDate
8796093022357|137438953548|2010-11-04T05:58:56.377+0000
6597069766775|68719476827|2010-10-05T01:51:04.904+0000
73|68719476838|2010-07-05T12:12:22.141+0000
153|68719476838|2010-09-08T05:58:38.406+0000
4398046511220|68719476838|2010-07-26T00:04:03.854+0000
4398046511333|68719476838|2010-09-21T02:15:38.124+0000
6597069766753|68719476838|2010-10-09T00:33:12.063+0000
6597069766775|68719476838|2010-10-05T06:14:23.675+0000
8796093022248|68719476838|2010-11-18T18:08:00.413+0000
4398046511146|274877907055|2010-11-20T15:46:29.290+0000
4398046511146|274877907063|2010-11-18T22:16:16.550+0000
4398046511220|274877907063|2010-11-11T15:55:45.269+0000
4398046511333|274877907063|2010-10-10T06:52:25.971+0000
6597069766753|274877907063|2010-11-19T04:41:07.388+0000
2199023255629|137438953732|2010-08-15T06:44:36.559+0000
2199023255787|137438953732|2010-11-22T00:16:57.055+0000
8796093022248|137438953732|2010-11-16T06:11:49.698+0000
8796093022300|137438953732|2010-10-24T04:49:40.131+0000
6597069766701|274877907241|2010-11-10T14:45:19.486+0000
2199023255787|274877907242|2010-10-15T00:15:38.038+0000
6597069766701|274877907242|2010-11-08T12:18:59.400+0000
8796093022248|274877907242|2010-10-12T23:26:41.755+0000
2199023255787|206158430518|2010-09-19T10:25:44.922+0000
102|206158430755|2010-10-16T20:32:16.843+0000
238|206158430755|2010-10-13T07:24:45.412+0000
2199023255580|206158430755|2010-11-13T21:36:41.920+0000
2199023255629|206158430755|2010-09-02T10:15:26.875+0000
4398046511225|206158430755|2010-11-15T04:26:59.712+0000
4398046511351|206158430755|2010-10-09T01:53:20.613+0000
6597069766672|206158430755|2010-08-21T07:16:54.468+0000
8796093022390|206158430755|2010-09-24T17:56:15.224+0000
102|206158430762|2010-10-13T05:53:36.276+0000
238|206158430762|2010-10-12T23:17:12.639+0000
2199023255580|206158430762|2010-11-13T13:56:10.891+0000
2199023255629|206158430762|2010-09-05T11:49:27.527+0000
4398046511225|206158430762|2010-11-13T15:11:11.892+0000
4398046511351|206158430762|2010-10-06T10:53:15.032+0000
6597069766672|206158430762|2010-08-20T00:33:23.962+0000
8796093022390|206158430762|2010-09-23T02:32:33.350+0000
102|206158430763|2010-10-16T04:56:38.882+0000
2199023255612|137438954053|2010-09-09T08:09:11.742+0000
2199023255580|137438954055|2010-08-16T05:11:20.499+0000
2199023255612|137438954055|2010-09-07T02:43:30.691+0000
2199023255629|137438954055|2010-11-21T00:49:19.137+0000
2199023255767|137438954055|2010-05-26T17:23:21.395+0000
4398046511225|137438954055|2010-09-04T06:22:48.634+0000
4398046511351|137438954055|2010-08-20T19:08:09.057+0000
6597069766708|137438954055|2010-09-30T21:10:12.979+0000
8796093022452|274877907562|2010-10-14T07:55:21.191+0000
2199023255616|274877907597|2010-11-03T17:49:42.908+0000
2199023255574|274877907615|2010-10-30T11:00:52.866+0000
8796093022452|274877907615|2010-10-31T13:53:37.543+0000
8796093022390|274877907637|2010-11-01T18:15:47.915+0000
4398046511225|274877907640|2010-11-16T09:47:25.553+0000
4398046511316|274877907640|2010-11-05T22:44:49.249+0000
8796093022390|274877907640|2010-10-27T11:55:11.939+0000
8796093022390|274877907642|2010-10-31T02:46:01.221+0000
4398046511225|206158430930|2010-09-12T00:45:51.297+0000
4398046511225|206158430931|2010-09-13T23:58:12.628+0000
4398046511333|206158430931|2010-10-08T03:12:45.543+0000
8796093022390|206158430931|2010-10-15T21:12:40.346+0000
4398046511225|206158430939|2010-09-10T15:06:57.430+0000
4398046511333|206158430939|2010-10-09T18:59:54.594+0000
8796093022390|206158430939|2010-10-12T04:52:13.279+0000
4398046511225|206158430951|2010-10-23T03:18:29.488+0000
2199023255742|206158431023|2010-10-21T13:28:33.672+0000
2199023255742|206158431031|2010-10-21T15:23:01.350+0000
2199023255742|137438954369|2010-08-21T12:09:32.219+0000
2199023255742|137438954372|2010-08-21T23:08:42.636+0000
6597069766861|137438954372|2010-10-01T00:37:06.101+0000
8796093022357|343597384605|2010-11-17T12:13:39.101+0000
4398046511333|274877907921|2010-09-18T08:01:03.599+0000
8796093022232|274877907921|2010-11-14T08:12:15.629+0000
8796093022357|274877907921|2010-11-10T13:04:08.323+0000
8796093022414|274877907921|2010-11-16T12:43:06.271+0000
136|274877907934|2010-11-25T09:27:42.198+0000
153|274877907934|2010-10-10T08:55:52.403+0000
2199023255629|274877907934|2010-10-09T04:12:20.921+0000
6597069766775|274877907934|2010-10-08T09:24:16.268+0000
8796093022232|274877907934|2010-11-23T07:25:47.291+0000
6597069766775|274877907964|2010-11-11T18:59:34.101+0000
8796093022357|343597384707|2010-11-17T16:21:43.669+0000
8796093022414|343597384707|2010-11-24T07:44:31.534+0000
6597069766828|274877907999|2010-09-27T07:07:06.500+0000
4398046511105|343597384783|2010-11-14T12:49:41.490+0000
4398046511268|343597384783|2010-11-24T09:18:16.762+0000
6597069766794|343597384783|2010-11-24T01:36:49.030+0000
2199023255746|274877908070|2010-10-30T06:02:43.877+0000
2199023255629|274877908082|2010-10-19T01:50:42.841+0000
4398046511327|274877908082|2010-10-10T17:37:39.517+0000
4398046511327|68719477914|2010-11-23T18:17:44.066+0000
2199023255629|206158431399|2010-10-12T10:55:38.535+0000
2199023255629|206158431401|2010-10-10T03:07:35.826+0000
4398046511327|137438954671|2010-10-29T08:44:36.103+0000
4398046511327|137438954682|2010-10-30T11:36:18.481+0000
2199023255746|206158431431|2010-08-28T23:17:57.548+0000
6597069766794|206158431431|2010-11-18T03:53:17.253+0000
6597069766861|206158431431|2010-10-01T23:07:00.150+0000
2199023255746|206158431451|2010-07-10T14:37:18.619+0000
6597069766794|206158431451|2010-10-15T07:57:26.428+0000
6597069766794|206158431455|2010-10-15T01:47:00.636+0000
2199023255746|206158431456|2010-07-07T17:06:56.137+0000
6597069766794|206158431456|2010-10-15T11:44:53.384+0000
2199023255746|206158431475|2010-11-19T10:34:32.962+0000
2199023255746|68719478017|2010-06-14T11:21:11.771+0000
6597069766794|68719478017|2010-08-20T11:04:08.070+0000
6597069766861|68719478017|2010-09-09T19:04:52.163+0000
2199023255746|274877908243|2010-11-25T06:41:38.239+0000
6597069766794|274877908243|2010-11-23T09:59:27.276+0000
2199023255746|1301|2010-10-23T08:12:26.250+0000
6597069766861|1301|2010-10-17T08:11:44.619+0000
2199023255746|274877908260|2010-09-25T11:11:24.735+0000
150|274877908308|2010-10-15T13:56:28.712+0000
8796093022252|274877908313|2010-10-20T03:36:36.749+0000
6597069766769|68719478240|2010-09-17T05:19:45.975+0000
6597069766769|68719478243|2010-09-16T23:07:46.486+0000
6597069766769|68719478253|2010-09-18T17:02:55.677+0000
6597069766769|68719478273|2010-10-03T13:56:19.402+0000
6597069766769|68719478276|2010-10-03T09:32:08.905+0000
2199023255580|206158431833|2010-09-07T05:04:32.847+0000
143|206158431836|2010-08-23T11:19:29.666+0000
2199023255580|206158431836|2010-09-06T14:43:21.116+0000
2199023255580|137438955117|2010-10-03T07:42:09.299+0000
2199023255580|206158431866|2010-10-16T01:52:39.930+0000
2199023255767|68719478412|2010-04-02T23:05:39.722+0000
2199023255742|137438955250|2010-08-17T16:09:18.791+0000
76|137438955264|2010-11-22T19:13:05.260+0000
6597069766775|137438955272|2010-09-15T03:47:19.621+0000
76|137438955274|2010-10-20T00:06:12.792+0000
4398046511133|137438955274|2010-09-15T09:03:12.453+0000
6597069766769|137438955274|2010-08-23T06:49:12.818+0000
6597069766775|137438955274|2010-09-15T16:19:19.024+0000
76|137438955281|2010-10-24T03:01:28.771+0000
4398046511133|137438955281|2010-09-11T00:30:45.193+0000
6597069766769|137438955281|2010-08-21T23:46:11.422+0000
6597069766775|137438955281|2010-09-17T23:56:05.411+0000
8796093022248|137438955281|2010-11-10T20:17:59.385+0000
6597069766769|206158432022|2010-09-06T17:00:46.283+0000
228|206158432036|2010-07-15T19:06:56.647+0000
76|206158432039|2010-08-03T19:33:41.562+0000
228|206158432039|2010-07-14T08:49:32.458+0000
2199023255742|206158432039|2010-11-17T20:38:06.170+0000
4398046511133|206158432039|2010-10-12T01:13:01.839+0000
6597069766769|206158432039|2010-08-26T20:17:18.142+0000
8796093022248|206158432039|2010-11-16T14:39:45.396+0000
228|206158432040|2010-07-18T21:15:49.762+0000
8796093022248|274877908805|2010-11-23T16:25:57.286+0000
228|206158432088|2010-08-24T14:33:37.803+0000
2199023255693|206158432088|2010-10-14T05:07:35.168+0000
4398046511133|206158432088|2010-10-17T20:43:33.519+0000
6597069766775|206158432088|2010-10-29T02:44:15.026+0000
73|274877908865|2010-11-10T18:26:26.326+0000
73|274877908866|2010-11-11T10:08:33.651+0000
73|137438955399|2010-07-08T11:39:44.048+0000
73|137438955412|2010-07-07T03:07:17.285+0000
73|68719478703|2010-09-19T00:47:41.592+0000
73|206158432206|2010-08-15T16:09:49.971+0000
73|206158432208|2010-08-15T07:06:22.371+0000
73|206158432210|2010-08-16T04:16:54.163+0000
4398046511124|343597385744|2010-11-16T05:30:30.063+0000
150|274877909013|2010-11-11T09:56:55.369+0000
150|274877909041|2010-10-15T18:41:22.965+0000
4398046511327|274877909197|2010-09-17T07:27:49.783+0000
8796093022390|206158432474|2010-10-10T10:28:11.650+0000
4398046511146|343597386119|2010-11-18T21:11:45.892+0000
4398046511146|343597386121|2010-11-22T09:11:34.361+0000
4398046511327|206158432665|2010-07-31T23:23:34.486+0000
4398046511327|137438955948|2010-10-04T21:08:45.332+0000
8796093022390|137438955948|2010-11-03T21:03:28.417+0000
4398046511327|137438955949|2010-10-05T11:03:39.334+0000
111|274877909431|2010-10-18T01:21:20.214+0000
4398046511327|274877909431|2010-10-15T10:46:08.152+0000
8796093022390|274877909431|2010-10-13T09:38:48.213+0000
2199023255767|274877909473|2010-11-14T21:47:16.503+0000
111|274877909495|2010-11-16T16:01:32.589+0000
4398046511123|274877909514|2010-09-04T06:00:53.276+0000
4398046511136|274877909514|2010-09-03T21:46:30.029+0000
4398046511205|274877909514|2010-09-03T16:47:09.538+0000
4398046511224|274877909514|2010-09-05T11:38:45.121+0000
4398046511225|274877909514|2010-09-04T15:47:26.146+0000
4398046511231|274877909514|2010-09-07T14:00:00.286+0000
4398046511297|274877909514|2010-09-03T20:37:57.772+0000
4398046511315|274877909514|2010-09-04T12:57:27.689+0000
6597069766660|274877909514|2010-09-03T09:03:52.383+0000
6597069766672|274877909514|2010-09-03T06:12:48.249+0000
6597069766674|274877909514|2010-09-03T08:36:19.008+0000
6597069766707|274877909514|2010-09-04T09:32:50.376+0000
6597069766722|274877909514|2010-09-04T21:34:42.392+0000
6597069766769|274877909514|2010-09-08T02:54:16.071+0000
6597069766775|274877909514|2010-09-04T15:48:24.371+0000
6597069766786|274877909514|2010-09-04T16:23:03.351+0000
6597069766795|274877909514|2010-09-03T23:39:43.469+0000
6597069766812|274877909514|2010-09-04T22:47:30.646+0000
6597069766819|274877909514|2010-09-03T01:39:16.327+0000
6597069766899|274877909514|2010-09-04T18:32:27.362+0000
8796093022235|274877909514|2010-09-28T06:08:02.632+0000
8796093022239|274877909514|2010-09-14T21:24:20.910+0000
8796093022248|274877909514|2010-09-22T09:38:28.998+0000
8796093022264|274877909514|2010-11-10T17:16:28.161+0000
8796093022348|274877909514|2010-10-16T19:06:29.885+0000
8796093022390|274877909514|2010-09-16T06:27:27.114+0000
8796093022404|274877909514|2010-09-29T21:47:13.696+0000
8796093022414|274877909514|2010-10-03T11:02:12.461+0000
10995116277891|274877909514|2010-11-02T00:34:15.682+0000
2199023255615|137438956045|2010-06-28T11:06:22.863+0000
153|206158433020|2010-09-02T21:07:11.819+0000
153|206158433028|2010-09-02T14:52:27.894+0000
8796093022248|343597386532|2010-11-04T04:46:02.740+0000
153|137438956402|2010-07-05T19:39:47.858+0000
2199023255629|137438956402|2010-07-03T22:13:56.805+0000
4398046511113|137438956402|2010-10-29T00:37:22.227+0000
4398046511113|137438956411|2010-10-01T17:40:59.231+0000
4398046511113|137438956412|2010-09-29T17:45:22.605+0000
2199023255674|68719479684|2010-10-14T11:20:50.155+0000
2199023255629|68719479688|2010-08-11T03:01:07.778+0000
153|68719479701|2010-08-31T18:12:11.942+0000
2199023255674|68719479701|2010-09-20T10:11:48.411+0000
153|68719479702|2010-09-05T09:17:00.519+0000
2199023255674|68719479702|2010-09-20T06:47:06.999+0000
153|68719479707|2010-09-02T22:45:57.234+0000
2199023255674|68719479707|2010-09-21T12:55:50.252+0000
2199023255629|68719479765|2010-06-25T23:17:15.526+0000
2199023255742|68719479765|2010-04-11T11:26:01.459+0000
4398046511147|68719479765|2010-07-24T16:51:42.595+0000
4398046511297|68719479765|2010-08-01T23:58:34.143+0000
4398046511327|68719479765|2010-05-27T13:40:00.870+0000
4398046511333|68719479765|2010-08-20T18:54:40.356+0000
2199023255629|68719479770|2010-10-12T20:24:14.506+0000
4398046511239|68719479770|2010-11-17T16:46:31.947+0000
4398046511297|68719479770|2010-07-25T05:30:36.509+0000
10995116278009|68719479770|2010-11-10T00:13:13.000+0000
2199023255629|343597386789|2010-11-14T15:06:55.873+0000
8796093022248|343597386789|2010-11-16T02:02:59.770+0000
2199023255742|343597386797|2010-11-22T02:49:19.136+0000
2199023255742|343597386805|2010-11-19T14:03:16.714+0000
2199023255742|343597386810|2010-11-19T02:58:43.189+0000
4398046511327|3137|2010-06-06T15:53:10.471+0000
6597069766794|274877910203|2010-10-11T19:04:01.487+0000
4398046511327|274877910207|2010-11-23T03:33:16.880+0000
6597069766794|137438956739|2010-11-19T00:59:27.342+0000
2199023255746|274877910327|2010-10-07T03:38:31.542+0000
4398046511109|274877910346|2010-10-29T14:49:48.076+0000
4398046511109|68719480200|2010-11-02T21:39:46.591+0000
4398046511109|68719480210|2010-10-31T11:07:16.857+0000
41|206158433718|2010-07-12T19:05:48.122+0000
102|206158433718|2010-07-14T16:22:20.052+0000
143|206158433718|2010-07-15T01:00:39.816+0000
150|206158433718|2010-07-17T07:51:18.575+0000
218|206158433718|2010-07-17T03:12:43.251+0000
228|206158433718|2010-07-15T11:01:54.412+0000
246|206158433718|2010-07-13T02:29:09.412+0000
2199023255565|206158433718|2010-07-17T04:16:26.747+0000
2199023255580|206158433718|2010-07-15T10:20:09.341+0000
2199023255669|206158433718|2010-07-14T04:58:14.292+0000
2199023255693|206158433718|2010-07-16T04:58:10.703+0000
2199023255699|206158433718|2010-07-13T07:33:58.934+0000
2199023255711|206158433718|2010-07-12T15:22:45.022+0000
2199023255746|206158433718|2010-07-13T18:59:56.358+0000
4398046511224|206158433718|2010-07-15T09:40:19.471+0000
4398046511316|206158433718|2010-07-13T21:28:41.860+0000
4398046511351|206158433718|2010-07-12T16:55:02.299+0000
6597069766660|206158433718|2010-09-03T14:13:24.409+0000
6597069766734|206158433718|2010-07-16T00:14:47.203+0000
6597069766763|206158433718|2010-08-16T14:01:20.906+0000
6597069766786|206158433718|2010-08-26T18:52:44.555+0000
6597069766794|206158433718|2010-08-14T03:45:17.679+0000
6597069766828|206158433718|2010-08-03T14:53:42.564+0000
6597069766832|206158433718|2010-07-19T17:02:40.782+0000
6597069766861|206158433718|2010-09-11T23:58:16.345+0000
8796093022235|206158433718|2010-09-17T23:10:04.016+0000
8796093022248|206158433718|2010-10-07T03:08:32.319+0000
8796093022252|206158433718|2010-09-01T08:33:05.760+0000
8796093022288|206158433718|2010-10-18T05:55:04.065+0000
8796093022340|206158433718|2010-11-03T09:42:15.160+0000
8796093022357|206158433718|2010-11-01T08:19:38.342+0000
8796093022390|206158433718|2010-08-26T17:00:30.886+0000
8796093022404|206158433718|2010-10-11T09:42:41.966+0000
10995116277891|206158433718|2010-11-20T08:12:41.723+0000
246|206158433823|2010-11-08T22:52:31.170+0000
4398046511124|206158433823|2010-10-02T09:19:16.759+0000
8796093022357|206158433823|2010-11-23T11:38:54.814+0000
4398046511124|206158433831|2010-10-01T08:09:22.410+0000
4398046511124|274877910584|2010-11-17T21:38:26.257+0000
6597069766660|206158433973|2010-09-01T20:04:54.924+0000
6597069766660|206158433992|2010-11-01T21:43:49.619+0000
6597069766660|206158433997|2010-11-01T08:12:26.397+0000
2199023255712|206158434095|2010-10-08T01:54:46.124+0000
6597069766708|343597387608|2010-10-23T21:16:10.635+0000
2199023255693|343597387618|2010-10-30T17:38:35.344+0000
2199023255712|343597387618|2010-11-21T03:44:00.916+0000
4398046511239|343597387651|2010-11-19T00:11:04.042+0000
246|274877910952|2010-11-23T13:16:06.276+0000
2199023255711|274877910952|2010-10-04T15:55:51.052+0000
2199023255712|274877910952|2010-09-29T07:29:13.855+0000
2199023255767|274877910952|2010-10-30T18:18:26.128+0000
4398046511333|274877910952|2010-10-14T16:24:14.764+0000
6597069766707|274877910952|2010-10-29T20:53:43.132+0000
6597069766708|274877910952|2010-10-08T22:00:12.529+0000
6597069766896|274877910952|2010-10-20T18:31:40.574+0000
8796093022300|274877910952|2010-10-09T10:52:46.932+0000
2199023255712|274877910959|2010-09-29T08:49:21.569+0000
238|343597387726|2010-11-20T01:46:00.266+0000
2199023255574|343597387726|2010-10-30T04:50:47.703+0000
4398046511268|343597387726|2010-11-09T15:39:56.079+0000
4398046511327|343597387726|2010-11-04T13:51:30.996+0000
8796093022248|343597387726|2010-11-02T06:49:10.556+0000
8796093022414|343597387726|2010-10-24T14:59:42.981+0000
238|343597387729|2010-11-20T01:03:22.451+0000
2199023255574|343597387729|2010-11-02T12:56:45.106+0000
4398046511268|343597387729|2010-11-09T02:13:31.420+0000
4398046511327|343597387729|2010-11-03T11:43:48.776+0000
8796093022248|343597387729|2010-11-05T19:58:09.384+0000
8796093022414|343597387729|2010-10-25T12:11:01.729+0000
4398046511316|274877911003|2010-10-04T21:40:17.631+0000
2199023255674|206158434371|2010-11-02T07:26:43.829+0000
8796093022390|206158434382|2010-11-01T07:33:12.747+0000
136|274877911178|2010-10-25T08:54:33.390+0000
10995116277891|274877911178|2010-11-13T07:34:04.012+0000
4398046511225|68719481018|2010-10-05T21:58:12.435+0000
4398046511124|343597387979|2010-11-17T06:06:21.251+0000
4398046511333|343597387979|2010-11-10T06:34:58.485+0000
6597069766660|343597387979|2010-11-09T17:57:54.811+0000
8796093022390|343597387979|2010-11-09T14:42:33.206+0000
4398046511225|274877911268|2010-11-10T00:51:01.491+0000
4398046511333|137438957809|2010-10-15T12:23:15.186+0000
8796093022390|137438957809|2010-09-23T02:00:20.617+0000
4398046511333|137438957814|2010-10-15T21:52:56.091+0000
8796093022390|137438957814|2010-09-23T07:42:34.965+0000
4398046511333|137438957815|2010-10-16T17:54:17.048+0000
8796093022390|137438957815|2010-09-23T20:44:49.147+0000
4398046511225|274877911301|2010-10-27T07:32:10.192+0000
8796093022390|274877911301|2010-11-07T03:05:57.157+0000
8796093022390|274877911311|2010-11-10T10:39:11.333+0000
8796093022390|274877911313|2010-11-08T16:44:13.853+0000
4398046511147|206158434736|2010-09-09T07:10:24.709+0000
59|206158434744|2010-11-07T11:21:20.150+0000
153|206158434744|2010-09-07T18:21:07.480+0000
4398046511147|206158434744|2010-09-09T12:50:40.776+0000
4398046511333|206158434744|2010-10-18T04:06:06.024+0000
59|206158434749|2010-11-04T18:33:13.332+0000
153|206158434749|2010-09-08T21:48:36.739+0000
4398046511147|206158434749|2010-09-12T02:25:47.613+0000
4398046511333|206158434749|2010-10-18T09:11:37.803+0000
4398046511147|206158434751|2010-09-09T11:53:42.429+0000
2199023255717|68719481293|2010-05-27T05:40:34.971+0000
59|68719481300|2010-07-30T09:34:24.927+0000
2199023255717|68719481300|2010-05-27T05:25:08.529+0000
59|68719481303|2010-07-29T05:17:14.612+0000
59|68719481305|2010-08-01T03:36:19.566+0000
2199023255717|68719481305|2010-05-25T12:43:26.509+0000
2199023255717|68719481307|2010-05-25T08:21:51.180+0000
2199023255717|343597388265|2010-10-29T21:24:50.233+0000
4398046511147|343597388273|2010-11-17T07:36:56.778+0000
4398046511147|343597388275|2010-11-20T21:26:42.738+0000
4398046511147|343597388279|2010-11-22T02:08:04.829+0000
4398046511147|343597388280|2010-11-17T06:14:13.098+0000
4398046511333|343597388280|2010-11-15T15:31:59.187+0000
4398046511147|343597388281|2010-11-18T01:57:45.505+0000
4398046511333|343597388281|2010-11-14T08:01:00.815+0000
2199023255717|137438958081|2010-10-02T06:54:07.257+0000
2199023255717|137438958083|2010-10-02T03:42:46.762+0000
4398046511146|137438958149|2010-09-16T07:02:11.374+0000
4398046511146|137438958157|2010-09-17T23:14:30.189+0000
4398046511146|137438958166|2010-07-17T17:06:58.097+0000
4398046511146|274877911654|2010-09-15T04:47:33.084+0000
4398046511136|274877911741|2010-11-24T21:38:08.371+0000
4398046511136|137438958312|2010-09-04T05:40:21.293+0000
4398046511136|137438958319|2010-09-05T12:20:51.754+0000
4398046511333|206158435140|2010-10-31T00:11:20.642+0000
4398046511333|206158435143|2010-11-01T00:46:13.778+0000
153|274877911894|2010-11-15T01:09:57.811+0000
153|274877911900|2010-11-13T04:16:52.858+0000
4398046511333|274877911900|2010-10-22T18:11:51.284+0000
8796093022357|274877911900|2010-11-04T19:40:37.245+0000
153|274877911902|2010-11-13T04:06:13.498+0000
153|206158435183|2010-08-18T12:47:27.193+0000
